id,version,domain,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
d874dbac53fd,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Low-Level Stress Interpreted as High Threat,Shared,Shared Workplace,,,
0815468b86b7,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Low-Level Stress Interpreted as High Threat,Shared,Shared Community,,,
c539b40fecc2,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Low-Level Stress Interpreted as High Threat,Prenatal / Early Life,In Utero,,,
03fd466659b9,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Low-Level Stress Interpreted as High Threat,Prenatal / Early Life,Birth Environment,,,
8d8749acb0bc,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Low-Level Stress Interpreted as High Threat,Prenatal / Early Life,Early Childhood Setting,,,
d6723e875ae1,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Personal Experience,Single Event,,,
accb9e89b9ee,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Personal Experience,Repeated Exposure,,,
ed8b846b1988,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Personal Experience,Chronic Exposure,,,
ad9b970115f7,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Inherited,Maternal Line,,,
828fb80b788d,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Inherited,Paternal Line,,,
d8aea2197286,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Inherited,Ancestral Survival Pattern,,,
bd512fae464b,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Absorbed,From Family System,,,
9a93c4be1168,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Absorbed,From Community,,,
f936e53da330,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Absorbed,From Culture / Media,,,
317f49c3c7b9,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Absorbed,From Workplace,,,
2acd7944328e,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Shared,Shared Household Environment,,,
83e7794c90e2,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Shared,Shared Workplace,,,
89039b4db4ad,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Shared,Shared Community,,,
fbb43ea617ad,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Prenatal / Early Life,In Utero,,,
85f87f71f0a7,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Prenatal / Early Life,Birth Environment,,,
26e16c6bec86,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Actual Threat Minimized or Ignored,Prenatal / Early Life,Early Childhood Setting,,,
ec24b414c44d,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Personal Experience,Single Event,,,
d656c9e36334,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Personal Experience,Repeated Exposure,,,
d7f5743e570a,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Personal Experience,Chronic Exposure,,,
a354057c7f0e,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Inherited,Maternal Line,,,
79edd72e274e,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Inherited,Paternal Line,,,
39e1fc28e718,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Inherited,Ancestral Survival Pattern,,,
e525d929f193,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Absorbed,From Family System,,,
0207432f31c0,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Absorbed,From Community,,,
6f56f74b6853,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Absorbed,From Culture / Media,,,
fa30f0612cbc,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Absorbed,From Workplace,,,
e9449786e482,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Shared,Shared Household Environment,,,
ba0e449b28d6,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Shared,Shared Workplace,,,
452c5c361e9c,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Shared,Shared Community,,,
e6247758abcd,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Prenatal / Early Life,In Utero,,,
482187a5672e,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Prenatal / Early Life,Birth Environment,,,
0886dbe53b60,v1.0,Environmental / External Load,Environmental / External Load,Actual Environmental Stressor,Threat Mismatch Patterns,Chronic Stress Without Identifiable External Cause,Prenatal / Early Life,Early Childhood Setting,,,
036921bdac55,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Personal Experience,Single Event,,,
0ce70f70bde8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Personal Experience,Repeated Exposure,,,
4d019f8f88f0,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Personal Experience,Chronic Exposure,,,
f32a86ff7b9f,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Inherited,Maternal Line,,,
659ee0c87ea7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Inherited,Paternal Line,,,
10d034a8cbb5,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Inherited,Ancestral Survival Pattern,,,
ff757cb37c83,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Absorbed,From Family System,,,
1d7070d5baa8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Absorbed,From Community,,,
82745d309666,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Absorbed,From Culture / Media,,,
13e25793646a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Absorbed,From Workplace,,,
c8d60a98416c,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Shared,Shared Household Environment,,,
dd47e90cf483,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Shared,Shared Workplace,,,
62e5241dc4a0,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Shared,Shared Community,,,
1319194b0182,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Prenatal / Early Life,In Utero,,,
544035563f53,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Prenatal / Early Life,Birth Environment,,,
09fab626389e,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Mold Exposure,Prenatal / Early Life,Early Childhood Setting,,,
ad5a64eb0052,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Personal Experience,Single Event,,,
aa1aa0971cb3,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Personal Experience,Repeated Exposure,,,
684e55839ade,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Personal Experience,Chronic Exposure,,,
eee0fbbdd2e4,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Inherited,Maternal Line,,,
35664595772a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Inherited,Paternal Line,,,
35f831649887,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Inherited,Ancestral Survival Pattern,,,
e88715816352,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Absorbed,From Family System,,,
5e4a98b29803,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Absorbed,From Community,,,
fe6658474cb0,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Absorbed,From Culture / Media,,,
3b5241758510,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Absorbed,From Workplace,,,
24e7e1ba306d,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Shared,Shared Household Environment,,,
14e6476f6d5b,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Shared,Shared Workplace,,,
47ccaa3a5b86,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Shared,Shared Community,,,
53862ae18e50,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Prenatal / Early Life,In Utero,,,
07f4edd7eb0d,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Prenatal / Early Life,Birth Environment,,,
3303bab4e5fd,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Air Quality Toxicity,Prenatal / Early Life,Early Childhood Setting,,,
1c145a56408e,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Personal Experience,Single Event,,,
e8c7ee5708ff,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Personal Experience,Repeated Exposure,,,
fc8d48bd225a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Personal Experience,Chronic Exposure,,,
0d65f690c5d6,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Inherited,Maternal Line,,,
d34da0ff488e,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Inherited,Paternal Line,,,
46130e5a0678,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Inherited,Ancestral Survival Pattern,,,
8f81a83b129b,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Absorbed,From Family System,,,
04ee0404484e,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Absorbed,From Community,,,
7e197e9ec8e0,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Absorbed,From Culture / Media,,,
0b7bdc6974c8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Absorbed,From Workplace,,,
5a365515f3d0,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Shared,Shared Household Environment,,,
19aefcf7eeb3,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Shared,Shared Workplace,,,
24b0d2ba9f4a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Shared,Shared Community,,,
bc84b77f3aff,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Prenatal / Early Life,In Utero,,,
c8341ee2ccce,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Prenatal / Early Life,Birth Environment,,,
6b834ea6a21d,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Water Contamination,Prenatal / Early Life,Early Childhood Setting,,,
6dd9a0e53a75,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Personal Experience,Single Event,,,
184fdc33c24e,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Personal Experience,Repeated Exposure,,,
02aa33dd0e9a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Personal Experience,Chronic Exposure,,,
1875adb2f858,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Inherited,Maternal Line,,,
d4c2e822e3b8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Inherited,Paternal Line,,,
de0cf7681a26,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Inherited,Ancestral Survival Pattern,,,
4e91839d03eb,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Absorbed,From Family System,,,
b9e195b2da08,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Absorbed,From Community,,,
ecf5d2233de7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Absorbed,From Culture / Media,,,
f5231f7ad4ee,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Absorbed,From Workplace,,,
a641d465bc64,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Shared,Shared Household Environment,,,
0fab9ee18498,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Shared,Shared Workplace,,,
f21e2740e391,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Shared,Shared Community,,,
bd76c14e79b0,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Prenatal / Early Life,In Utero,,,
214754fccb11,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Prenatal / Early Life,Birth Environment,,,
fe268fc68760,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Chemical Exposure,Prenatal / Early Life,Early Childhood Setting,,,
3b97b41ed086,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Personal Experience,Single Event,,,
130607545d43,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Personal Experience,Repeated Exposure,,,
e8f2579ccaf5,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Personal Experience,Chronic Exposure,,,
5dd6e11666a8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Inherited,Maternal Line,,,
0c8a1a388c08,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Inherited,Paternal Line,,,
761ca5035c61,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Inherited,Ancestral Survival Pattern,,,
0225153dac53,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Absorbed,From Family System,,,
4df7c17a94f4,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Absorbed,From Community,,,
b81f7066eac8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Absorbed,From Culture / Media,,,
8b1a2bc094c3,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Absorbed,From Workplace,,,
e4172cb39c7b,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Shared,Shared Household Environment,,,
68f31a2940b6,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Shared,Shared Workplace,,,
18badc08bda8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Shared,Shared Community,,,
49dea5d4efc9,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Prenatal / Early Life,In Utero,,,
ca3e1494b492,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Prenatal / Early Life,Birth Environment,,,
abef111696c9,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Radiation / EMF Exposure,Prenatal / Early Life,Early Childhood Setting,,,
bf12794477b7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Personal Experience,Single Event,,,
cb5a3819d906,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Personal Experience,Repeated Exposure,,,
9f98101b3696,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Personal Experience,Chronic Exposure,,,
0a4783f01448,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Inherited,Maternal Line,,,
71eecaf1c110,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Inherited,Paternal Line,,,
c2064b9df39d,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Inherited,Ancestral Survival Pattern,,,
57e5ed350fd7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Absorbed,From Family System,,,
f458e685e1f3,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Absorbed,From Community,,,
95c31d7ddbe9,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Absorbed,From Culture / Media,,,
d7ed593c755c,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Absorbed,From Workplace,,,
b029ac1c4798,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Shared,Shared Household Environment,,,
417ef530cc53,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Shared,Shared Workplace,,,
2d7342df0638,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Shared,Shared Community,,,
d9c66880ff27,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Prenatal / Early Life,In Utero,,,
ebdc2d7ee49e,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Prenatal / Early Life,Birth Environment,,,
9599a9df1eb7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Temperature Extremes,Prenatal / Early Life,Early Childhood Setting,,,
8006db5bc9fa,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Personal Experience,Single Event,,,
c3bbbbf03a5a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Personal Experience,Repeated Exposure,,,
f81c0643bd2c,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Personal Experience,Chronic Exposure,,,
788da1eebc51,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Inherited,Maternal Line,,,
7e5c2da73c16,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Inherited,Paternal Line,,,
8f4f29d0e415,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Inherited,Ancestral Survival Pattern,,,
ed5589f01939,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Absorbed,From Family System,,,
a459b47307f6,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Absorbed,From Community,,,
128bc2852c3f,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Absorbed,From Culture / Media,,,
87dd23c2078f,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Absorbed,From Workplace,,,
2281342efd70,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Shared,Shared Household Environment,,,
7abbfc4e77e2,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Shared,Shared Workplace,,,
3bc92a07cbcb,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Shared,Shared Community,,,
99e44cfa1fd8,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Prenatal / Early Life,In Utero,,,
1d3198e5f60c,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Prenatal / Early Life,Birth Environment,,,
09778f39b522,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Noise Pollution,Prenatal / Early Life,Early Childhood Setting,,,
75e14775130a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Personal Experience,Single Event,,,
75225c1ebf11,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Personal Experience,Repeated Exposure,,,
955fe7332da7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Personal Experience,Chronic Exposure,,,
afa7cdb2e32e,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Inherited,Maternal Line,,,
2400e1f391d2,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Inherited,Paternal Line,,,
345b2491eae6,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Inherited,Ancestral Survival Pattern,,,
862a62eb9858,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Absorbed,From Family System,,,
4b675dd64040,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Absorbed,From Community,,,
911faf7d3cff,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Absorbed,From Culture / Media,,,
61a8cbef9ed7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Absorbed,From Workplace,,,
151ee5da01b4,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Shared,Shared Household Environment,,,
f73c36577caa,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Shared,Shared Workplace,,,
283ec21253e1,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Shared,Shared Community,,,
84b4778a9876,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Prenatal / Early Life,In Utero,,,
a780e512b162,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Prenatal / Early Life,Birth Environment,,,
f66e228ecaf2,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Physical Environment Stressors,Light Pollution,Prenatal / Early Life,Early Childhood Setting,,,
78eda55ff417,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Personal Experience,Single Event,,,
724ad5acea4c,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Personal Experience,Repeated Exposure,,,
b5f12b8be52c,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Personal Experience,Chronic Exposure,,,
f223fe5f909a,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Inherited,Maternal Line,,,
e51cb0c914b9,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Inherited,Paternal Line,,,
d780066b0398,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Inherited,Ancestral Survival Pattern,,,
b71098612f17,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Absorbed,From Family System,,,
17aae6fb0ec5,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Absorbed,From Community,,,
dd53fc5f92a7,v1.0,Environmental / External Load,Environmental / External Load,Perceived Threat,Biological Stressors,Pathogen Exposure,Absorbed,From Culture / Media,,,
